reading_id,timestamp,node_id,node_name,temperature_c,humidity_pct,congestion_index,throughput_ratio,vibration_level,wind_speed_kmh,visibility_km,alert_level
SENS-0001230,2026-04-01 05:08:00,CN-NGB,Ningbo,30.3,69.4,0.067,0.749,0.489,26.3,5.0,0
SENS-0001231,2026-04-03 01:38:00,IN-TUT,Tuticorin Port,25.7,29.3,0.611,0.873,0.655,22.8,5.5,0
SENS-0001232,2026-04-10 21:38:00,IN-TUT,Tuticorin Port,25.1,52.0,0.119,0.323,0.592,5.3,11.2,2
SENS-0001233,2026-04-08 11:01:00,IN-PUN,Pune DC (Chakan),17.0,59.2,0.244,0.458,0.752,21.9,2.7,0
SENS-0001234,2026-04-06 01:25:00,IN-HAZ,Hazira Port,19.6,72.5,0.408,0.318,0.35,6.6,5.3,1
SENS-0001235,2026-04-04 05:09:00,CN-SZX,Shenzhen,20.8,47.6,0.577,0.417,0.615,20.6,11.1,0
SENS-0001236,2026-04-06 02:52:00,AE-DXB,Dubai (Jebel Ali),31.3,63.2,0.309,0.788,0.757,8.9,3.0,0
SENS-0001237,2026-04-09 14:13:00,IN-TUT,Tuticorin Port,32.6,68.5,0.408,0.96,0.058,13.1,9.6,1
SENS-0001238,2026-04-09 01:36:00,IN-VIZ,Visakhapatnam Port,36.4,60.2,0.452,0.383,0.44,5.5,10.9,0
SENS-0001239,2026-04-05 11:13:00,IN-TUT,Tuticorin Port,37.8,66.6,0.082,0.752,0.343,20.5,5.2,1
SENS-0001240,2026-04-02 23:13:00,MY-PTG,Port Klang,19.1,74.3,0.21,0.895,0.787,8.3,10.4,0
SENS-0001241,2026-04-09 12:23:00,IN-CHN,Chennai Port,31.3,67.3,0.537,0.738,0.706,10.9,8.5,2
SENS-0001242,2026-04-07 21:32:00,US-NYC,New York/New Jersey,27.2,98.8,0.299,0.973,0.8,18.9,2.1,0
SENS-0001243,2026-04-10 06:49:00,IN-PAR,Paradip Port,28.6,66.8,0.231,0.821,0.108,0,7.2,0
SENS-0001244,2026-04-05 17:42:00,MY-PTG,Port Klang,33.2,75.9,0.639,0.863,0.75,5.0,13.5,0
SENS-0001245,2026-04-03 20:07:00,IN-CHN,Chennai Port,27.7,61.9,0.364,0.919,0.329,2.8,6.7,0
SENS-0001246,2026-04-03 04:17:00,IN-BLR,Bangalore Hub (Whitefield),33.4,58.6,0.19,0.464,0.005,26.5,5.5,0
SENS-0001247,2026-04-09 18:09:00,IN-COK,Kochi Warehouse,34.8,77.5,0.313,0.907,0.667,8.9,8.9,0
SENS-0001248,2026-04-04 01:44:00,IN-CHN,Chennai Port,23.0,56.0,0.105,0.414,0.96,9.0,6.7,0
SENS-0001249,2026-04-05 11:20:00,IN-GAU,Guwahati Warehouse,23.7,67.1,0.386,0.766,0.774,9.3,5.1,2
SENS-0001250,2026-04-05 20:36:00,US-NYC,New York/New Jersey,34.8,94.2,0.464,0.913,0.306,23.9,11.5,2
SENS-0001251,2026-04-09 07:11:00,CN-SZX,Shenzhen,31.8,71.9,0.128,0.306,0.962,10.5,11.5,1
SENS-0001252,2026-04-03 11:34:00,IN-JNPT,Nhava Sheva (JNPT),23.0,57.2,0.481,0.608,0.868,26.4,7.1,1
SENS-0001253,2026-04-09 12:05:00,IN-MUN,Mundra Port,35.3,80.3,0.125,0.567,0.642,12.6,6.8,0
SENS-0001254,2026-04-10 18:51:00,DE-HAM,Hamburg,25.1,2.6,0.322,0.967,0.733,19.4,6.1,3
SENS-0001255,2026-04-06 19:55:00,KR-BUS,Busan,22.6,61.1,0.023,0.691,0.446,20.9,10.1,0
SENS-0001256,2026-04-01 03:37:00,IN-KOC,Kochi Port,27.4,48.3,0.731,0.806,0.358,16.3,8.3,2
SENS-0001257,2026-04-05 19:21:00,IN-KND,Kandla Port,35.8,82.2,0.188,0.908,0.612,19.8,6.2,0
SENS-0001258,2026-04-01 18:40:00,IN-PUN,Pune DC (Chakan),21.3,55.2,0.11,0.327,0.649,18.6,8.6,0
SENS-0001259,2026-04-06 21:39:00,KR-BUS,Busan,35.1,66.8,0.411,0.685,0.32,13.3,9.3,0
SENS-0001260,2026-04-07 11:54:00,CN-SZX,Shenzhen,34.6,85.9,0.621,0.367,0.291,35.1,5.3,1
SENS-0001261,2026-04-10 07:54:00,AE-DXB,Dubai (Jebel Ali),34.7,38.1,0.234,0.764,0.442,20.1,6.9,1
SENS-0001262,2026-04-09 22:21:00,IN-KND,Kandla Port,30.7,53.8,0.035,0.566,0.113,18.2,5.8,0
SENS-0001263,2026-04-01 03:29:00,IN-PUN,Pune DC (Chakan),26.1,53.6,0.487,0.442,0.626,12.5,13.0,2
SENS-0001264,2026-04-09 15:40:00,NL-RTM,Rotterdam,22.5,62.6,0.073,0.546,0.65,19.1,7.7,0
SENS-0001265,2026-04-10 13:49:00,SG-SIN,Singapore,34.2,67.9,0.314,0.388,0.244,9.7,10.8,0
SENS-0001266,2026-04-08 05:59:00,NL-RTM,Rotterdam,33.6,80.4,0.096,0.82,0.616,10.5,8.3,1
SENS-0001267,2026-04-02 02:46:00,AE-DXB,Dubai (Jebel Ali),33.8,47.7,0.2,0.611,0.471,27.6,4.1,0
SENS-0001268,2026-04-03 16:54:00,IN-HYD,Hyderabad DC,33.6,62.0,0.31,0.779,0.779,40.3,9.1,2
SENS-0001269,2026-04-05 11:50:00,DE-HAM,Hamburg,31.9,59.9,0.457,0.726,0.467,25.8,6.8,1
SENS-0001270,2026-04-08 00:07:00,US-LAX,Los Angeles,24.1,61.1,0.036,0.482,0.348,12.2,6.7,2
SENS-0001271,2026-04-03 18:38:00,AE-DXB,Dubai (Jebel Ali),28.0,54.4,0.471,0.486,0.502,0,9.2,1
SENS-0001272,2026-04-10 20:44:00,CN-NGB,Ningbo,36.9,70.6,0.244,0.949,0.618,12.6,5.1,0
SENS-0001273,2026-04-01 03:41:00,IN-MUN,Mundra Port,33.0,89.6,0.421,0.825,0.751,12.7,9.6,0
SENS-0001274,2026-04-09 07:55:00,IN-TUT,Tuticorin Port,24.7,71.5,0.319,0.659,0.286,24.9,8.3,1
SENS-0001275,2026-04-09 05:44:00,IN-BLR,Bangalore Hub (Whitefield),19.3,75.5,0.249,0.412,0.265,9.6,14.7,0
SENS-0001276,2026-04-01 07:40:00,IN-MUN,Mundra Port,24.1,35.9,0.17,0.543,0.328,14.3,7.5,0
SENS-0001277,2026-04-05 02:12:00,LK-CMB,Colombo,25.7,26.6,0.066,0.692,0.386,0.9,9.5,0
SENS-0001278,2026-04-03 18:32:00,MY-PTG,Port Klang,28.2,60.6,0.229,0.803,0.801,10.7,14.9,0
SENS-0001279,2026-04-10 05:57:00,JP-YOK,Yokohama,27.2,69.3,0.143,0.637,0.622,6.6,8.9,0
SENS-0001280,2026-04-07 19:49:00,DE-HAM,Hamburg,32.9,36.6,0.298,0.718,0.493,6.7,4.1,1
SENS-0001281,2026-04-05 06:44:00,IN-AMD,Ahmedabad DC,25.0,60.3,0.095,0.751,0.636,4.3,6.8,1
SENS-0001282,2026-04-07 03:35:00,IN-MUM,Mumbai Warehouse (Bhiwandi),21.3,75.0,0.249,0.372,0.315,15.6,5.2,0
SENS-0001283,2026-04-03 13:25:00,IN-JNPT,Nhava Sheva (JNPT),24.4,72.4,0.162,0.691,0.203,18.1,10.0,1
SENS-0001284,2026-04-09 00:02:00,TH-LCH,Laem Chabang,25.4,55.8,0.475,0.562,0.278,17.4,7.7,1
SENS-0001285,2026-04-07 10:55:00,IN-AMD,Ahmedabad DC,24.7,49.2,0.284,0.421,0.634,29.3,9.1,3
SENS-0001286,2026-04-06 04:56:00,IN-MUN,Mundra Port,19.4,68.3,0.497,0.833,0.117,17.6,7.8,0
SENS-0001287,2026-04-05 00:11:00,NL-RTM,Rotterdam,20.6,62.2,0.256,0.374,0.454,18.8,5.4,1
SENS-0001288,2026-04-06 10:42:00,US-LAX,Los Angeles,30.6,64.8,0.359,0.961,0.518,22.0,10.6,0
SENS-0001289,2026-04-02 05:38:00,IN-KOL,Kolkata Port,28.3,33.9,0.196,0.564,0.402,16.6,5.7,0
SENS-0001290,2026-04-05 19:45:00,US-LAX,Los Angeles,35.3,77.2,0.126,0.495,0.408,17.7,6.6,0
SENS-0001291,2026-04-07 21:10:00,IN-MUN,Mundra Port,40.4,32.1,0.294,0.332,0.49,15.7,10.5,0
SENS-0001292,2026-04-02 17:11:00,AE-DXB,Dubai (Jebel Ali),20.0,64.0,0.314,0.72,0.607,10.6,8.1,2
SENS-0001293,2026-04-02 20:59:00,IN-TUT,Tuticorin Port,38.4,59.7,0.326,0.307,0.404,16.9,11.2,0
SENS-0001294,2026-04-07 11:07:00,LK-CMB,Colombo,18.7,56.9,0.442,0.974,0.679,16.7,4.7,0
SENS-0001295,2026-04-03 18:57:00,DE-HAM,Hamburg,29.4,77.4,0.406,0.9,0.379,5.3,4.0,0
SENS-0001296,2026-04-10 19:43:00,IN-HYD,Hyderabad DC,26.9,50.7,0.105,0.365,0.725,21.1,9.5,0
SENS-0001297,2026-04-06 10:17:00,IN-TUT,Tuticorin Port,29.7,45.1,0.431,0.683,0.295,24.2,9.5,0
SENS-0001298,2026-04-06 13:13:00,CN-NGB,Ningbo,31.2,40.8,0.596,0.595,0.29,19.7,10.8,0
SENS-0001299,2026-04-05 12:07:00,IN-HAZ,Hazira Port,28.3,58.2,0.716,0.852,0.715,21.9,5.3,1
SENS-0001300,2026-04-03 23:17:00,IN-MUM,Mumbai Warehouse (Bhiwandi),24.1,64.9,0.373,0.62,0.406,6.5,5.9,0
SENS-0001301,2026-04-03 11:51:00,CN-SHA,Shanghai,31.1,63.3,0.106,0.843,0.748,3.7,10.0,0
SENS-0001302,2026-04-08 18:52:00,CN-SHA,Shanghai,30.5,43.1,0.445,0.662,0.484,10.8,7.1,0
SENS-0001303,2026-04-02 13:35:00,CN-SHA,Shanghai,33.7,78.0,0.414,0.945,0.737,13.4,1.3,2
SENS-0001304,2026-04-08 13:21:00,IN-MUN,Mundra Port,18.1,76.8,0.658,0.566,0.657,22.2,9.0,0
SENS-0001305,2026-04-06 01:51:00,JP-YOK,Yokohama,26.1,67.5,0.445,0.305,0.357,5.3,6.5,0
SENS-0001306,2026-04-10 16:14:00,IN-TUT,Tuticorin Port,35.7,58.1,0.103,0.926,0.311,20.0,8.1,0
SENS-0001307,2026-04-03 16:29:00,IN-HYD,Hyderabad DC,22.3,81.4,0.283,0.816,0.344,19.8,10.5,0
SENS-0001308,2026-04-02 19:36:00,DE-HAM,Hamburg,16.6,65.3,0.226,0.659,0.61,17.1,7.3,0
SENS-0001309,2026-04-01 23:19:00,IN-AMD,Ahmedabad DC,25.4,67.2,0.199,0.339,0.639,3.4,7.7,0
SENS-0001310,2026-04-08 23:59:00,US-NYC,New York/New Jersey,27.1,59.8,0.316,0.616,0.885,24.9,9.6,2
SENS-0001311,2026-04-01 02:19:00,CN-SHA,Shanghai,29.5,67.6,0.528,0.338,0.609,17.5,11.5,1
SENS-0001312,2026-04-08 16:00:00,IN-BLR,Bangalore Hub (Whitefield),20.1,53.9,0.209,0.75,0.5,13.0,4.1,1
SENS-0001313,2026-04-05 23:13:00,NL-RTM,Rotterdam,24.2,67.7,0.085,0.885,0.554,23.4,6.9,0
SENS-0001314,2026-04-06 05:25:00,KR-BUS,Busan,24.5,85.4,0.307,0.596,0.981,24.8,13.8,0
SENS-0001315,2026-04-04 00:29:00,IN-MUN,Mundra Port,26.3,68.0,0.326,0.652,0.515,20.6,8.5,0
SENS-0001316,2026-04-10 03:12:00,MY-PTG,Port Klang,20.3,45.3,0.39,0.623,0.175,11.6,9.6,1
SENS-0001317,2026-04-03 10:50:00,IN-JNPT,Nhava Sheva (JNPT),17.6,52.0,0.251,0.583,0.718,18.3,6.0,0
SENS-0001318,2026-04-09 04:00:00,NL-RTM,Rotterdam,18.5,52.8,0.541,0.344,0.374,1.4,7.4,0
SENS-0001319,2026-04-06 03:27:00,IN-KND,Kandla Port,32.2,69.9,0.265,0.663,0.329,15.6,10.5,3
SENS-0001320,2026-04-03 18:02:00,IN-MUN,Mundra Port,33.2,73.8,0.203,0.461,0.224,22.7,11.0,3
SENS-0001321,2026-04-05 10:25:00,IN-MUM,Mumbai Warehouse (Bhiwandi),25.9,74.3,0.36,0.516,0.475,31.9,9.5,2
SENS-0001322,2026-04-03 17:58:00,US-NYC,New York/New Jersey,21.5,60.4,0.641,0.876,0.821,16.7,5.2,0
SENS-0001323,2026-04-07 17:59:00,IN-HYD,Hyderabad DC,28.5,89.9,0.34,0.519,0.61,0,9.1,0
SENS-0001324,2026-04-05 10:18:00,IN-KND,Kandla Port,29.3,81.6,0.304,0.428,0.746,15.2,6.6,0
SENS-0001325,2026-04-07 00:37:00,IN-JNPT,Nhava Sheva (JNPT),19.9,72.5,0.323,0.923,0.599,14.5,12.3,0
SENS-0001326,2026-04-04 02:43:00,IN-BLR,Bangalore Hub (Whitefield),26.7,59.1,0.094,0.945,0.372,16.2,12.0,0
SENS-0001327,2026-04-07 16:14:00,US-NYC,New York/New Jersey,36.7,77.4,0.037,0.512,0.68,0,9.9,2
SENS-0001328,2026-04-05 02:07:00,IN-CHN,Chennai Port,29.4,38.2,0.078,0.325,0.604,26.8,7.6,3
SENS-0001329,2026-04-04 13:32:00,US-NYC,New York/New Jersey,33.7,67.0,0.431,0.972,0.311,23.3,9.2,3
SENS-0001330,2026-04-10 01:20:00,IN-VIZ,Visakhapatnam Port,34.8,39.2,0.169,0.589,0.098,1.3,8.0,0
SENS-0001331,2026-04-09 14:15:00,SG-SIN,Singapore,29.3,53.6,0.36,0.96,0.659,9.5,9.6,1
SENS-0001332,2026-04-08 23:34:00,IN-BLR,Bangalore Hub (Whitefield),27.3,65.1,0.599,0.322,0.579,1.7,7.1,0
SENS-0001333,2026-04-05 19:25:00,SG-SIN,Singapore,31.2,69.3,0.635,0.451,0.493,15.2,7.4,0
SENS-0001334,2026-04-02 04:16:00,IN-BLR,Bangalore Hub (Whitefield),34.1,63.0,0.143,0.519,0.702,25.6,11.9,1
SENS-0001335,2026-04-07 08:25:00,IN-PAR,Paradip Port,35.5,73.8,0.402,0.889,0.583,4.3,7.7,0
SENS-0001336,2026-04-07 02:43:00,CN-NGB,Ningbo,22.2,48.8,0.142,0.838,0.732,10.9,11.3,1
SENS-0001337,2026-04-05 08:00:00,IN-KND,Kandla Port,28.6,71.5,0.285,0.373,0.636,12.6,7.6,0
SENS-0001338,2026-04-10 15:24:00,US-NYC,New York/New Jersey,19.0,65.0,0.049,0.571,0.207,12.2,9.4,0
SENS-0001339,2026-04-06 23:08:00,IN-KOC,Kochi Port,18.4,73.5,0.175,0.946,0.532,19.5,11.3,0
SENS-0001340,2026-04-06 01:51:00,IN-COK,Kochi Warehouse,36.1,105.6,0.172,0.603,0.505,1.2,8.3,3
SENS-0001341,2026-04-10 23:40:00,MY-PTG,Port Klang,27.8,73.3,0.101,0.453,1.015,4.3,5.3,0
SENS-0001342,2026-04-07 18:51:00,AE-DXB,Dubai (Jebel Ali),24.5,52.1,0.496,0.505,0.602,15.2,10.1,0
SENS-0001343,2026-04-08 07:18:00,IN-AMD,Ahmedabad DC,35.5,72.9,0.105,0.771,0.328,17.7,15.6,0
SENS-0001344,2026-04-06 07:33:00,IN-PAR,Paradip Port,20.2,89.1,0.219,0.973,0.34,4.7,2.3,0
SENS-0001345,2026-04-05 14:09:00,DE-HAM,Hamburg,18.2,55.8,0.201,0.458,0.068,23.1,9.3,0
SENS-0001346,2026-04-10 11:14:00,AE-DXB,Dubai (Jebel Ali),24.2,77.7,0.471,0.717,0.416,16.4,6.7,0
SENS-0001347,2026-04-02 06:59:00,JP-YOK,Yokohama,17.9,80.1,0.429,0.736,0.511,33.0,5.3,0
SENS-0001348,2026-04-03 16:04:00,ZA-DUR,Durban,36.8,34.7,0.088,0.734,0.569,16.4,7.3,2
SENS-0001349,2026-04-07 00:12:00,IN-HYD,Hyderabad DC,33.0,59.3,0.273,0.415,0.487,6.0,11.8,0
SENS-0001350,2026-04-07 16:27:00,IN-JNPT,Nhava Sheva (JNPT),28.0,67.2,0.035,0.784,0.345,19.5,4.5,0
SENS-0001351,2026-04-09 19:46:00,IN-BLR,Bangalore Hub (Whitefield),34.2,73.9,0.207,0.774,0.573,8.2,7.8,0
SENS-0001352,2026-04-08 23:36:00,CN-NGB,Ningbo,32.7,54.5,0.186,0.432,0.636,18.8,12.4,0
SENS-0001353,2026-04-07 15:04:00,IN-JNPT,Nhava Sheva (JNPT),26.5,64.5,0.531,0.47,0.453,21.0,4.2,0
SENS-0001354,2026-04-05 05:50:00,NL-RTM,Rotterdam,35.1,32.3,0.225,0.839,0.503,11.9,8.0,0
SENS-0001355,2026-04-07 22:33:00,IN-HAZ,Hazira Port,26.3,55.4,0.243,0.789,0.131,16.7,6.6,1
SENS-0001356,2026-04-08 19:02:00,IN-CHN,Chennai Port,23.1,51.9,0.519,0.765,0.826,29.7,7.6,0
SENS-0001357,2026-04-10 17:19:00,IN-MUM,Mumbai Warehouse (Bhiwandi),29.0,53.0,0.306,0.471,0.41,22.8,9.4,0
SENS-0001358,2026-04-05 14:53:00,IN-PUN,Pune DC (Chakan),43.0,63.1,0.128,0.454,0.568,6.9,6.1,0
SENS-0001359,2026-04-04 19:05:00,AE-DXB,Dubai (Jebel Ali),40.6,58.1,0.138,0.385,0.684,10.1,9.6,0
SENS-0001360,2026-04-06 23:34:00,IN-HYD,Hyderabad DC,31.8,62.9,0.25,0.457,0.686,20.3,6.9,0
SENS-0001361,2026-04-06 16:07:00,ZA-DUR,Durban,28.8,72.0,0.428,0.477,0.592,12.2,5.4,0
SENS-0001362,2026-04-06 22:57:00,CN-SHA,Shanghai,18.4,71.7,0.301,0.788,0.437,14.6,5.2,1
SENS-0001363,2026-04-07 00:01:00,CN-SHA,Shanghai,27.5,67.5,0.212,0.643,0.406,14.1,9.8,0
SENS-0001364,2026-04-10 10:07:00,IN-AMD,Ahmedabad DC,38.9,44.5,0.522,0.66,0.569,10.0,10.1,0
SENS-0001365,2026-04-07 00:13:00,IN-KND,Kandla Port,44.3,51.7,0.104,0.774,0.303,17.9,9.0,0
SENS-0001366,2026-04-04 12:22:00,IN-PAR,Paradip Port,30.0,58.7,0.227,0.829,0.524,19.9,13.7,0
SENS-0001367,2026-04-09 23:54:00,IN-GAU,Guwahati Warehouse,33.0,48.4,0.304,0.893,0.854,21.2,8.0,0
SENS-0001368,2026-04-07 07:29:00,SG-SIN,Singapore,41.6,79.6,0.204,0.653,0.686,8.8,2.9,0
SENS-0001369,2026-04-01 09:50:00,CN-SHA,Shanghai,29.6,71.1,0.324,0.941,0.313,22.8,6.4,0
SENS-0001370,2026-04-10 04:38:00,US-LAX,Los Angeles,25.9,53.3,0.344,0.77,0.229,2.8,8.6,0
SENS-0001371,2026-04-10 10:33:00,SG-SIN,Singapore,38.8,78.1,0.676,0.966,0.528,38.2,5.5,0
SENS-0001372,2026-04-03 20:46:00,AE-DXB,Dubai (Jebel Ali),23.3,44.9,0.368,0.735,0.314,10.0,9.3,0
SENS-0001373,2026-04-06 03:38:00,IN-HAZ,Hazira Port,32.9,80.5,0.426,0.341,0.77,14.0,5.0,2
SENS-0001374,2026-04-01 15:12:00,IN-PUN,Pune DC (Chakan),33.3,75.3,0.191,0.569,0.545,22.5,6.4,0
SENS-0001375,2026-04-10 19:36:00,IN-KND,Kandla Port,37.3,49.4,0.088,0.348,0.653,6.1,12.4,0
SENS-0001376,2026-04-01 06:43:00,IN-JNPT,Nhava Sheva (JNPT),24.7,40.9,0.117,0.678,0.573,24.2,5.8,0
SENS-0001377,2026-04-01 19:31:00,US-NYC,New York/New Jersey,32.4,96.6,0.649,0.322,0.423,9.1,7.7,2
SENS-0001378,2026-04-02 19:54:00,IN-HAZ,Hazira Port,24.1,63.7,0.093,0.594,0.521,0,12.2,0
SENS-0001379,2026-04-10 03:24:00,IN-GAU,Guwahati Warehouse,25.7,77.8,0.163,0.755,0.72,23.7,9.3,0
SENS-0001380,2026-04-01 00:43:00,IN-KOC,Kochi Port,30.0,80.5,0.613,0.317,0.459,29.9,2.2,0
SENS-0001381,2026-04-05 10:30:00,IN-AMD,Ahmedabad DC,35.9,51.5,0.471,0.876,0.536,13.5,6.6,0
SENS-0001382,2026-04-10 13:08:00,IN-GAU,Guwahati Warehouse,35.6,59.4,0.52,0.567,0.876,20.8,10.0,0
SENS-0001383,2026-04-10 04:00:00,IN-MUN,Mundra Port,30.7,78.6,0.226,0.36,0.487,16.4,9.0,0
SENS-0001384,2026-04-05 02:25:00,IN-TUT,Tuticorin Port,26.4,46.1,0.242,0.353,0.897,9.7,4.3,0
SENS-0001385,2026-04-03 17:22:00,AE-DXB,Dubai (Jebel Ali),26.2,73.8,0.443,0.359,-0.014,12.5,3.5,0
SENS-0001386,2026-04-08 01:27:00,LK-CMB,Colombo,33.5,34.0,0.436,0.826,0.265,6.2,1.4,0
SENS-0001387,2026-04-09 00:18:00,AE-DXB,Dubai (Jebel Ali),29.2,42.3,0.297,0.915,0.519,7.6,7.4,1
SENS-0001388,2026-04-05 10:48:00,LK-CMB,Colombo,20.7,75.1,0.363,0.406,0.787,7.0,2.2,0
SENS-0001389,2026-04-06 15:34:00,IN-GAU,Guwahati Warehouse,20.0,71.7,0.213,0.933,0.03,18.4,8.2,0
SENS-0001390,2026-04-09 21:11:00,IN-COK,Kochi Warehouse,22.0,65.3,0.208,0.941,0.514,20.4,9.6,0
SENS-0001391,2026-04-10 22:47:00,IN-PAR,Paradip Port,33.5,63.8,0.243,0.418,0.509,0,12.0,3
SENS-0001392,2026-04-06 11:03:00,IN-DEL,Delhi ICD (Tughlakabad),34.9,86.5,0.477,0.761,0.614,15.5,6.4,0
SENS-0001393,2026-04-03 15:49:00,DE-HAM,Hamburg,26.3,64.0,0.181,0.38,0.674,14.8,0.5,2
SENS-0001394,2026-04-09 18:09:00,CN-SZX,Shenzhen,24.5,57.5,0.423,0.813,0.31,19.3,5.0,1
SENS-0001395,2026-04-07 14:57:00,LK-CMB,Colombo,25.2,69.8,0.19,0.722,0.626,20.7,8.6,1
SENS-0001396,2026-04-08 06:09:00,IN-KND,Kandla Port,25.9,64.1,0.07,0.477,0.484,16.0,11.3,0
SENS-0001397,2026-04-10 01:13:00,IN-BLR,Bangalore Hub (Whitefield),20.9,64.2,0.28,0.462,0.934,25.1,7.4,1
SENS-0001398,2026-04-01 10:34:00,IN-HYD,Hyderabad DC,32.5,78.9,0.599,0.715,0.225,14.5,8.6,0
SENS-0001399,2026-04-09 15:18:00,IN-TUT,Tuticorin Port,26.5,74.5,0.337,0.448,0.542,15.6,6.8,2
SENS-0001400,2026-04-03 16:49:00,IN-KOC,Kochi Port,21.8,61.7,0.411,0.673,0.624,12.7,8.5,0
SENS-0001401,2026-04-10 02:01:00,TH-LCH,Laem Chabang,32.2,62.3,0.218,0.699,0.585,14.1,11.6,2
SENS-0001402,2026-04-01 14:00:00,IN-HAZ,Hazira Port,34.1,81.2,0.259,0.376,0.538,7.7,10.3,2
SENS-0001403,2026-04-04 19:44:00,IN-MUM,Mumbai Warehouse (Bhiwandi),26.3,74.5,0.021,0.354,0.473,20.0,7.4,0
SENS-0001404,2026-04-06 13:09:00,IN-KND,Kandla Port,29.7,49.8,0.13,0.83,0.426,6.5,7.9,0
SENS-0001405,2026-04-03 10:19:00,ZA-DUR,Durban,35.0,68.9,0.249,0.321,0.326,16.4,1.3,0
SENS-0001406,2026-04-04 04:40:00,IN-PUN,Pune DC (Chakan),26.4,53.0,0.153,0.39,0.485,0,11.3,0
SENS-0001407,2026-04-06 22:52:00,IN-BLR,Bangalore Hub (Whitefield),22.1,59.2,0.262,0.459,0.487,7.1,7.6,0
SENS-0001408,2026-04-01 14:31:00,KR-BUS,Busan,32.6,82.1,0.061,0.43,0.875,9.4,7.5,0
SENS-0001409,2026-04-06 05:18:00,IN-KOL,Kolkata Port,42.1,36.3,0.183,0.836,0.33,22.1,11.3,0
SENS-0001410,2026-04-01 15:57:00,MY-PTG,Port Klang,21.5,73.9,0.093,0.443,0.425,20.7,3.1,0
SENS-0001411,2026-04-07 09:17:00,US-LAX,Los Angeles,27.9,56.9,0.055,0.926,0.734,24.4,8.8,0
SENS-0001412,2026-04-06 17:24:00,CN-SHA,Shanghai,37.1,83.4,0.18,0.98,0.578,16.1,9.9,0
SENS-0001413,2026-04-07 16:32:00,IN-CHN,Chennai Port,19.4,80.6,0.149,0.75,0.669,17.9,7.0,0
SENS-0001414,2026-04-01 14:18:00,IN-MUM,Mumbai Warehouse (Bhiwandi),17.9,50.5,0.298,0.733,0.428,23.0,14.8,0
SENS-0001415,2026-04-04 16:24:00,IN-BLR,Bangalore Hub (Whitefield),26.8,56.0,0.199,0.933,0.112,30.2,7.0,0
SENS-0001416,2026-04-08 20:58:00,CN-SZX,Shenzhen,29.1,58.9,0.299,0.492,0.371,10.3,6.3,0
SENS-0001417,2026-04-10 04:16:00,IN-AMD,Ahmedabad DC,28.8,39.5,0.4,0.428,0.685,13.6,8.9,0
SENS-0001418,2026-04-08 15:23:00,IN-HAZ,Hazira Port,32.6,79.9,0.274,0.591,0.626,10.7,6.5,2
SENS-0001419,2026-04-08 18:25:00,IN-BLR,Bangalore Hub (Whitefield),15.3,65.1,0.309,0.411,0.668,1.1,3.5,1
SENS-0001420,2026-04-10 07:16:00,NL-RTM,Rotterdam,23.0,57.9,0.468,0.709,0.339,5.5,9.5,0
SENS-0001421,2026-04-07 00:27:00,US-NYC,New York/New Jersey,21.1,52.8,0.78,0.66,0.64,20.0,3.5,1
SENS-0001422,2026-04-04 19:50:00,IN-COK,Kochi Warehouse,26.1,73.2,0.571,0.574,0.335,17.6,7.7,0
SENS-0001423,2026-04-02 23:26:00,IN-JNPT,Nhava Sheva (JNPT),33.2,72.5,0.326,0.887,0.68,22.3,7.5,0
SENS-0001424,2026-04-06 23:43:00,IN-VIZ,Visakhapatnam Port,19.7,61.3,0.503,0.527,0.626,7.2,9.7,3
SENS-0001425,2026-04-07 17:01:00,KR-BUS,Busan,30.4,92.8,0.093,0.459,0.639,19.9,5.2,0
SENS-0001426,2026-04-06 19:14:00,IN-PUN,Pune DC (Chakan),13.2,35.7,0.428,0.485,0.503,30.3,8.1,1
SENS-0001427,2026-04-04 23:23:00,IN-PUN,Pune DC (Chakan),37.4,65.8,0.029,0.513,0.736,16.9,12.2,0
SENS-0001428,2026-04-10 23:06:00,IN-HAZ,Hazira Port,32.8,71.1,0.332,0.425,1.025,8.4,8.5,0
SENS-0001429,2026-04-09 15:15:00,IN-MUM,Mumbai Warehouse (Bhiwandi),30.7,65.7,0.054,0.537,0.269,16.0,8.7,2
SENS-0001430,2026-04-03 04:06:00,CN-SZX,Shenzhen,29.5,66.2,0.4,0.822,0.317,30.4,9.3,1
SENS-0001431,2026-04-02 01:35:00,IN-KOL,Kolkata Port,21.0,84.5,0.721,0.919,0.632,2.0,12.9,0
SENS-0001432,2026-04-02 12:13:00,CN-SZX,Shenzhen,21.9,55.2,0.204,0.899,0.469,21.0,6.1,1
SENS-0001433,2026-04-02 01:32:00,IN-KOC,Kochi Port,25.5,64.9,0.354,0.795,0.166,17.5,10.7,2
SENS-0001434,2026-04-10 02:06:00,IN-KOL,Kolkata Port,27.1,57.3,0.051,0.347,0.72,30.1,7.6,0
SENS-0001435,2026-04-09 09:48:00,LK-CMB,Colombo,27.6,90.2,0.129,0.827,0.894,13.9,8.8,0
SENS-0001436,2026-04-05 02:02:00,US-NYC,New York/New Jersey,33.0,75.5,0.719,0.775,0.378,10.1,14.3,0
SENS-0001437,2026-04-09 00:07:00,NL-RTM,Rotterdam,42.3,75.6,0.278,0.773,0.344,3.6,6.5,0
