shipment_id,booking_date,eta,actual_arrival,transit_days_planned,transit_days_actual,delay_days,origin_id,origin_name,dest_id,dest_name,commodity,hs_code,teu,total_cost_usd,carrier,status,risk_score,disruption_flag,transport_mode,distance_kkm
SHP-003820,2026-04-10,2026-04-26,2026-04-27,16,17,1,IN-VIZ,Visakhapatnam Port,IN-HAZ,Hazira Port,Agricultural Products,HS-10,3,2757,PIL (Pacific Int. Line),delivered,0.424,0,rail,5.0
SHP-003821,2026-01-28,2026-03-07,2026-03-15,38,46,8,IN-HYD,Hyderabad DC,IN-COK,Kochi Warehouse,Electronics,HS-85,3,12987,Yang Ming,delivered,0.442,1,road,1.8
SHP-003822,2025-11-14,2025-12-23,2025-12-23,39,39,0,IN-VIZ,Visakhapatnam Port,IN-CHN,Chennai Port,Pharmaceuticals,HS-30,1,4467,CMA CGM,delivered,0.31,0,rail,5.0
SHP-003823,2025-09-12,2025-09-16,2025-09-19,4,7,3,TH-LCH,Laem Chabang,NL-RTM,Rotterdam,Pharmaceuticals,HS-30,2,7266,ZIM Integrated Shipping,delayed,0.734,0,rail,0.6
SHP-003824,2026-02-26,2026-04-04,2026-04-07,37,40,3,IN-PUN,Pune DC (Chakan),IN-KOC,Kochi Port,Chemical Products,HS-38,8,17224,COSCO Shipping,in_transit,0.279,0,road,5.0
SHP-003825,2025-09-17,2025-10-25,2025-10-27,38,40,2,IN-KOC,Kochi Port,IN-COK,Kochi Warehouse,Chemical Products,HS-38,2,5198,Hapag-Lloyd,delivered,0.154,0,sea,4.7
SHP-003826,2025-07-18,2025-08-13,2025-08-16,26,29,3,IN-COK,Kochi Warehouse,US-NYC,New York/New Jersey,Pharmaceuticals,HS-30,3,12243,ZIM Integrated Shipping,delivered,0.077,0,rail,1.7
SHP-003827,2025-08-10,2025-09-24,2025-09-24,45,45,0,IN-MUN,Mundra Port,IN-VIZ,Visakhapatnam Port,Textiles & Garments,HS-62,1,3408,MSC,delivered,0.339,0,rail,3.8
SHP-003828,2025-11-29,2025-12-12,2025-12-13,13,14,1,IN-MUN,Mundra Port,IN-DEL,Delhi ICD (Tughlakabad),Food Products,HS-21,1,3097,CMA CGM,delivered,0.176,0,road,1.7
SHP-003829,2026-04-08,2026-04-30,2026-04-30,22,22,0,CN-SHA,Shanghai,DE-HAM,Hamburg,Medical Devices,HS-90,5,21580,ONE (Ocean Network Express),delivered,0.219,0,sea,3.7
SHP-003830,2026-02-10,2026-03-14,2026-03-19,32,37,5,IN-COK,Kochi Warehouse,CN-SHA,Shanghai,Chemical Products,HS-38,5,17820,CMA CGM,delivered,0.3,0,sea,1.9
SHP-003831,2025-04-18,2025-05-19,2025-05-19,31,31,0,KR-BUS,Busan,IN-KND,Kandla Port,Electronics,HS-85,4,10988,Hapag-Lloyd,delivered,0.295,0,rail,4.3
SHP-003832,2025-02-16,2025-02-25,2025-02-25,9,9,0,IN-HAZ,Hazira Port,NL-RTM,Rotterdam,Pharmaceuticals,HS-30,4,15868,Yang Ming,delivered,0.19,0,rail,4.2
SHP-003833,2025-04-09,2025-05-15,2025-05-18,36,39,3,IN-JNPT,Nhava Sheva (JNPT),IN-COK,Kochi Warehouse,Electronics,HS-85,2,5386,PIL (Pacific Int. Line),delivered,0.576,0,multimodal,3.5
SHP-003834,2026-03-02,2026-03-13,2026-03-13,11,11,0,ZA-DUR,Durban,IN-PAR,Paradip Port,Pharmaceuticals,HS-30,5,19555,Yang Ming,delivered,0.308,0,road,4.2
SHP-003835,2025-04-24,2025-06-06,2025-06-06,43,43,0,NL-RTM,Rotterdam,IN-TUT,Tuticorin Port,Chemical Products,HS-38,2,4944,ONE (Ocean Network Express),delayed,0.293,0,sea,2.2
SHP-003836,2025-07-02,2025-08-14,2025-08-15,43,44,1,LK-CMB,Colombo,DE-HAM,Hamburg,Petroleum Products,HS-27,3,9741,Yang Ming,delivered,0.269,0,multimodal,4.1
SHP-003837,2025-12-26,2026-01-30,2026-01-30,35,35,0,IN-VIZ,Visakhapatnam Port,AE-DXB,Dubai (Jebel Ali),Chemical Products,HS-38,5,20065,PIL (Pacific Int. Line),in_transit,0.214,0,road,3.8
SHP-003838,2025-05-26,2025-06-16,2025-06-18,21,23,2,CN-SZX,Shenzhen,IN-PAR,Paradip Port,Plastics,HS-39,1,2434,CMA CGM,delivered,0.057,0,sea,4.3
SHP-003839,2026-01-27,2026-03-10,2026-03-18,42,50,8,TH-LCH,Laem Chabang,IN-GAU,Guwahati Warehouse,Textiles & Garments,HS-62,2,2218,COSCO Shipping,in_transit,0.218,1,rail,2.7
SHP-003840,2025-08-23,2025-10-01,2025-10-04,39,42,3,DE-HAM,Hamburg,CN-NGB,Ningbo,Food Products,HS-21,2,6014,Maersk Line,delivered,0.155,0,rail,5.0
SHP-003841,2025-04-18,2025-05-18,2025-05-30,30,42,12,US-LAX,Los Angeles,JP-YOK,Yokohama,Textiles & Garments,HS-62,1,3660,Maersk Line,delivered,0.304,1,road,3.1
SHP-003842,2025-03-16,2025-03-25,2025-03-26,9,10,1,IN-JNPT,Nhava Sheva (JNPT),CN-SZX,Shenzhen,Textiles & Garments,HS-62,2,6630,PIL (Pacific Int. Line),delayed,0.553,0,multimodal,1.0
SHP-003843,2026-04-11,2026-04-27,2026-04-28,16,17,1,IN-DEL,Delhi ICD (Tughlakabad),TH-LCH,Laem Chabang,Steel & Iron,HS-72,1,1153,Maersk Line,delivered,0.251,0,sea,4.4
SHP-003844,2025-10-24,2025-11-05,2025-11-08,12,15,3,US-LAX,Los Angeles,IN-TUT,Tuticorin Port,Petroleum Products,HS-27,2,4152,Evergreen Marine,delayed,0.044,0,multimodal,3.0
SHP-003845,2025-03-02,2025-04-05,2025-04-05,34,34,0,CN-SHA,Shanghai,KR-BUS,Busan,Textiles & Garments,HS-62,1,2335,Maersk Line,delivered,0.554,0,road,2.0
SHP-003846,2025-02-15,2025-03-02,2025-03-04,15,17,2,IN-DEL,Delhi ICD (Tughlakabad),IN-PUN,Pune DC (Chakan),Automobile Parts,HS-87,1,4090,CMA CGM,delayed,0.568,0,multimodal,2.2
SHP-003847,2025-02-26,2025-03-13,2025-03-21,15,23,8,KR-BUS,Busan,IN-PAR,Paradip Port,Food Products,HS-21,15,16800,Evergreen Marine,delivered,0.414,1,sea,0.8
SHP-003848,2025-02-27,2025-03-10,2025-03-10,11,11,0,US-NYC,New York/New Jersey,IN-BLR,Bangalore Hub (Whitefield),Medical Devices,HS-90,2,6170,ZIM Integrated Shipping,delivered,0.567,0,sea,4.6
SHP-003849,2025-04-19,2025-05-07,2025-05-15,18,26,8,CN-SZX,Shenzhen,JP-YOK,Yokohama,Automobile Parts,HS-87,2,8734,PIL (Pacific Int. Line),delivered,0.017,1,road,4.8
SHP-003850,2025-05-03,2025-06-07,2025-06-08,35,36,1,NL-RTM,Rotterdam,IN-GAU,Guwahati Warehouse,Medical Devices,HS-90,1,1613,Evergreen Marine,delayed,0.386,0,road,0.5
SHP-003851,2026-01-13,2026-02-23,2026-02-23,41,41,0,CN-NGB,Ningbo,IN-CHN,Chennai Port,Medical Devices,HS-90,3,10788,CMA CGM,delivered,0.269,0,multimodal,1.4
SHP-003852,2025-04-02,2025-05-08,2025-05-09,36,37,1,CN-NGB,Ningbo,IN-DEL,Delhi ICD (Tughlakabad),Medical Devices,HS-90,3,8037,COSCO Shipping,delivered,0.469,0,rail,4.3
SHP-003853,2025-04-27,2025-06-05,2025-06-05,39,39,0,DE-HAM,Hamburg,CN-SZX,Shenzhen,Food Products,HS-21,20,57920,Yang Ming,delayed,0.437,0,road,4.5
SHP-003854,2025-05-31,2025-06-06,2025-06-06,6,6,0,JP-YOK,Yokohama,KR-BUS,Busan,Electronics,HS-85,2,5370,Yang Ming,delivered,0.084,0,multimodal,2.9
SHP-003855,2026-03-19,2026-04-09,2026-04-17,21,29,8,SG-SIN,Singapore,IN-KND,Kandla Port,Chemical Products,HS-38,8,31776,COSCO Shipping,delivered,0.233,1,rail,3.5
SHP-003856,2025-12-25,2026-01-06,2026-01-11,12,17,5,KR-BUS,Busan,IN-MUN,Mundra Port,Agricultural Products,HS-10,3,4212,COSCO Shipping,delivered,0.138,0,multimodal,1.8
SHP-003857,2026-01-02,2026-01-05,2026-01-10,3,8,5,NL-RTM,Rotterdam,JP-YOK,Yokohama,Agricultural Products,HS-10,4,16944,MSC,delayed,0.275,0,multimodal,3.2
SHP-003858,2025-04-01,2025-05-12,2025-05-14,41,43,2,ZA-DUR,Durban,IN-TUT,Tuticorin Port,Plastics,HS-39,2,3930,Hapag-Lloyd,delivered,0.222,0,sea,3.3
SHP-003859,2025-04-27,2025-05-25,2025-05-25,28,28,0,NL-RTM,Rotterdam,IN-TUT,Tuticorin Port,Medical Devices,HS-90,3,9507,Yang Ming,delivered,0.227,0,multimodal,4.0
SHP-003860,2025-02-15,2025-03-27,2025-03-30,40,43,3,IN-JNPT,Nhava Sheva (JNPT),CN-SHA,Shanghai,Automobile Parts,HS-87,3,4158,MSC,delivered,0.455,0,multimodal,4.9
SHP-003861,2025-07-04,2025-07-27,2025-07-29,23,25,2,IN-GAU,Guwahati Warehouse,IN-MUN,Mundra Port,Chemical Products,HS-38,15,45330,MSC,delayed,0.472,0,multimodal,4.6
SHP-003862,2025-08-05,2025-08-22,2025-08-23,17,18,1,ZA-DUR,Durban,IN-HYD,Hyderabad DC,Steel & Iron,HS-72,8,13528,MSC,in_transit,0.513,0,multimodal,3.9
SHP-003863,2025-07-12,2025-08-16,2025-08-16,35,35,0,SG-SIN,Singapore,JP-YOK,Yokohama,Electronics,HS-85,1,1697,CMA CGM,disrupted,0.473,0,road,0.9
SHP-003864,2025-05-16,2025-06-11,2025-06-11,26,26,0,IN-MUM,Mumbai Warehouse (Bhiwandi),CN-SHA,Shanghai,Medical Devices,HS-90,2,5748,Maersk Line,delivered,0.164,0,road,4.0
SHP-003865,2025-11-04,2025-11-16,2025-11-18,12,14,2,DE-HAM,Hamburg,SG-SIN,Singapore,Pharmaceuticals,HS-30,5,7725,Yang Ming,delivered,0.373,0,road,4.3
SHP-003866,2025-06-14,2025-07-05,2025-07-07,21,23,2,IN-PAR,Paradip Port,SG-SIN,Singapore,Electronics,HS-85,4,10608,ZIM Integrated Shipping,delayed,0.484,0,multimodal,2.5
SHP-003867,2026-03-19,2026-04-06,2026-04-07,18,19,1,LK-CMB,Colombo,JP-YOK,Yokohama,Plastics,HS-39,4,5592,Evergreen Marine,delivered,0.068,0,road,4.4
SHP-003868,2025-03-09,2025-04-19,2025-04-24,41,46,5,IN-AMD,Ahmedabad DC,IN-MUM,Mumbai Warehouse (Bhiwandi),Automobile Parts,HS-87,2,4990,MSC,delivered,0.506,0,road,4.1
SHP-003869,2025-05-25,2025-06-28,2025-06-28,34,34,0,KR-BUS,Busan,CN-NGB,Ningbo,Petroleum Products,HS-27,2,4820,Maersk Line,delivered,0.358,0,sea,3.6
SHP-003870,2026-04-10,2026-04-14,2026-04-14,4,4,0,TH-LCH,Laem Chabang,IN-GAU,Guwahati Warehouse,Chemical Products,HS-38,3,9177,MSC,delivered,0.306,0,multimodal,3.8
SHP-003871,2025-05-20,2025-06-18,2025-06-18,29,29,0,IN-HYD,Hyderabad DC,SG-SIN,Singapore,Petroleum Products,HS-27,8,9344,COSCO Shipping,delivered,0.159,0,multimodal,0.6
SHP-003872,2025-09-02,2025-09-10,2025-09-11,8,9,1,LK-CMB,Colombo,JP-YOK,Yokohama,Textiles & Garments,HS-62,4,14544,Hapag-Lloyd,delivered,0.125,0,sea,4.1
SHP-003873,2025-03-30,2025-04-22,2025-04-22,23,23,0,IN-AMD,Ahmedabad DC,IN-HAZ,Hazira Port,Plastics,HS-39,15,18525,Hapag-Lloyd,delivered,0.276,0,rail,4.8
SHP-003874,2025-07-05,2025-08-12,2025-08-12,38,38,0,CN-SHA,Shanghai,IN-KOL,Kolkata Port,Textiles & Garments,HS-62,10,44600,COSCO Shipping,delivered,0.414,0,multimodal,3.4
SHP-003875,2026-02-16,2026-02-27,2026-02-27,11,11,0,MY-PTG,Port Klang,IN-TUT,Tuticorin Port,Steel & Iron,HS-72,2,8088,COSCO Shipping,in_transit,0.527,0,multimodal,4.0
SHP-003876,2025-07-16,2025-08-17,2025-08-17,32,32,0,CN-NGB,Ningbo,IN-COK,Kochi Warehouse,Agricultural Products,HS-10,8,18984,ZIM Integrated Shipping,in_transit,0.199,0,multimodal,1.8
SHP-003877,2025-10-04,2025-10-21,2025-10-21,17,17,0,DE-HAM,Hamburg,IN-KOC,Kochi Port,Textiles & Garments,HS-62,1,3657,Hapag-Lloyd,in_transit,0.627,0,road,1.4
SHP-003878,2025-02-21,2025-03-25,2025-03-25,32,32,0,CN-SZX,Shenzhen,MY-PTG,Port Klang,Automobile Parts,HS-87,8,20592,CMA CGM,delivered,0.253,0,road,0.9
SHP-003879,2026-01-10,2026-02-17,2026-02-18,38,39,1,IN-KOC,Kochi Port,IN-PAR,Paradip Port,Agricultural Products,HS-10,2,7298,Evergreen Marine,delivered,0.149,0,road,2.3
SHP-003880,2026-01-22,2026-02-19,2026-02-20,28,29,1,IN-BLR,Bangalore Hub (Whitefield),US-LAX,Los Angeles,Steel & Iron,HS-72,2,6572,Hapag-Lloyd,delayed,0.301,0,rail,4.8
SHP-003881,2026-02-24,2026-04-09,2026-04-12,44,47,3,LK-CMB,Colombo,NL-RTM,Rotterdam,Chemical Products,HS-38,2,3382,PIL (Pacific Int. Line),delivered,0.422,0,road,1.6
SHP-003882,2025-01-30,2025-03-04,2025-03-07,33,36,3,IN-KOL,Kolkata Port,SG-SIN,Singapore,Automobile Parts,HS-87,1,4012,Yang Ming,delivered,0.191,0,rail,3.0
SHP-003883,2025-09-17,2025-10-05,2025-10-06,18,19,1,IN-JNPT,Nhava Sheva (JNPT),IN-HAZ,Hazira Port,Textiles & Garments,HS-62,20,18580,PIL (Pacific Int. Line),delivered,0.385,0,rail,2.6
SHP-003884,2025-01-23,2025-02-13,2025-02-14,21,22,1,IN-KOL,Kolkata Port,IN-TUT,Tuticorin Port,Textiles & Garments,HS-62,4,7584,ZIM Integrated Shipping,delivered,0.377,0,sea,3.0
SHP-003885,2025-01-04,2025-02-12,2025-02-12,39,39,0,TH-LCH,Laem Chabang,IN-HAZ,Hazira Port,Textiles & Garments,HS-62,2,8958,CMA CGM,in_transit,0.387,0,road,4.1
SHP-003886,2025-01-04,2025-02-10,2025-02-28,37,55,18,CN-SHA,Shanghai,IN-JNPT,Nhava Sheva (JNPT),Electronics,HS-85,4,13892,ZIM Integrated Shipping,disrupted,0.208,1,rail,2.6
SHP-003887,2025-04-02,2025-05-07,2025-05-08,35,36,1,IN-HYD,Hyderabad DC,SG-SIN,Singapore,Pharmaceuticals,HS-30,5,18845,Evergreen Marine,delivered,0.081,0,sea,3.8
SHP-003888,2025-08-26,2025-09-24,2025-09-29,29,34,5,IN-COK,Kochi Warehouse,CN-SZX,Shenzhen,Pharmaceuticals,HS-30,3,9864,MSC,in_transit,0.178,0,sea,4.1
SHP-003889,2025-12-04,2025-12-27,2026-01-01,23,28,5,MY-PTG,Port Klang,CN-SZX,Shenzhen,Petroleum Products,HS-27,2,4304,PIL (Pacific Int. Line),delayed,0.239,0,road,3.1
SHP-003890,2025-05-16,2025-06-15,2025-06-20,30,35,5,IN-CHN,Chennai Port,IN-MUN,Mundra Port,Petroleum Products,HS-27,1,3206,Yang Ming,delivered,0.545,0,rail,0.9
SHP-003891,2026-03-14,2026-03-19,2026-03-19,5,5,0,IN-KOL,Kolkata Port,IN-HYD,Hyderabad DC,Agricultural Products,HS-10,10,44530,PIL (Pacific Int. Line),delivered,0.38,0,road,1.1
SHP-003892,2025-07-28,2025-09-06,2025-09-08,40,42,2,AE-DXB,Dubai (Jebel Ali),IN-HYD,Hyderabad DC,Petroleum Products,HS-27,3,5466,Evergreen Marine,delivered,0.255,0,multimodal,4.0
SHP-003893,2026-01-21,2026-02-24,2026-02-27,34,37,3,CN-SHA,Shanghai,IN-AMD,Ahmedabad DC,Automobile Parts,HS-87,3,6831,COSCO Shipping,delivered,0.401,0,rail,3.2
SHP-003894,2025-04-28,2025-05-17,2025-05-17,19,19,0,KR-BUS,Busan,CN-SHA,Shanghai,Petroleum Products,HS-27,8,27816,PIL (Pacific Int. Line),delayed,0.102,0,multimodal,4.2
SHP-003895,2025-10-22,2025-11-15,2025-11-23,24,32,8,IN-DEL,Delhi ICD (Tughlakabad),IN-GAU,Guwahati Warehouse,Machinery,HS-84,3,13131,PIL (Pacific Int. Line),delivered,0.102,1,rail,1.3
SHP-003896,2025-03-06,2025-03-15,2025-03-16,9,10,1,IN-CHN,Chennai Port,US-LAX,Los Angeles,Chemical Products,HS-38,20,40540,ONE (Ocean Network Express),disrupted,0.382,0,sea,1.8
SHP-003897,2025-01-13,2025-02-04,2025-02-06,22,24,2,IN-BLR,Bangalore Hub (Whitefield),SG-SIN,Singapore,Chemical Products,HS-38,20,23900,Hapag-Lloyd,delivered,0.132,0,multimodal,4.0
SHP-003898,2025-01-29,2025-02-04,2025-02-04,6,6,0,US-NYC,New York/New Jersey,IN-KOC,Kochi Port,Petroleum Products,HS-27,2,1730,COSCO Shipping,delivered,0.763,0,sea,3.6
SHP-003899,2026-04-19,2026-04-22,2026-04-25,3,6,3,MY-PTG,Port Klang,IN-BLR,Bangalore Hub (Whitefield),Food Products,HS-21,4,4784,ZIM Integrated Shipping,delivered,0.07,0,rail,1.7
SHP-003900,2025-05-01,2025-05-05,2025-05-17,4,16,12,IN-KOL,Kolkata Port,IN-AMD,Ahmedabad DC,Steel & Iron,HS-72,10,26210,ZIM Integrated Shipping,delayed,0.112,1,multimodal,4.7
SHP-003901,2025-06-11,2025-07-17,2025-07-19,36,38,2,AE-DXB,Dubai (Jebel Ali),US-LAX,Los Angeles,Food Products,HS-21,15,17475,Evergreen Marine,in_transit,0.168,0,road,3.6
SHP-003902,2026-04-05,2026-05-09,2026-05-12,34,37,3,DE-HAM,Hamburg,IN-HAZ,Hazira Port,Agricultural Products,HS-10,1,1252,PIL (Pacific Int. Line),delivered,0.155,0,multimodal,2.6
SHP-003903,2026-03-16,2026-04-18,2026-04-18,33,33,0,IN-MUM,Mumbai Warehouse (Bhiwandi),IN-GAU,Guwahati Warehouse,Automobile Parts,HS-87,20,79220,Maersk Line,delivered,0.39,0,road,3.0
SHP-003904,2025-10-11,2025-10-19,2025-10-19,8,8,0,IN-BLR,Bangalore Hub (Whitefield),CN-NGB,Ningbo,Chemical Products,HS-38,2,3580,Maersk Line,delayed,0.508,0,sea,3.5
SHP-003905,2025-10-12,2025-10-20,2025-10-28,8,16,8,LK-CMB,Colombo,IN-JNPT,Nhava Sheva (JNPT),Steel & Iron,HS-72,4,5908,Yang Ming,delayed,0.017,1,sea,0.7
SHP-003906,2025-09-17,2025-09-24,2025-09-27,7,10,3,IN-HAZ,Hazira Port,DE-HAM,Hamburg,Medical Devices,HS-90,3,4890,MSC,in_transit,0.378,0,multimodal,4.0
SHP-003907,2025-12-10,2025-12-17,2025-12-18,7,8,1,ZA-DUR,Durban,DE-HAM,Hamburg,Electronics,HS-85,3,6861,ZIM Integrated Shipping,delayed,0.223,0,road,0.8
SHP-003908,2026-04-17,2026-05-23,2026-06-04,36,48,12,SG-SIN,Singapore,KR-BUS,Busan,Textiles & Garments,HS-62,1,1059,MSC,delivered,0.076,1,rail,3.0
SHP-003909,2025-12-16,2026-01-12,2026-01-12,27,27,0,CN-NGB,Ningbo,IN-MUN,Mundra Port,Electronics,HS-85,4,16580,COSCO Shipping,delayed,0.209,0,multimodal,1.5
SHP-003910,2026-01-15,2026-02-27,2026-03-04,43,48,5,IN-PUN,Pune DC (Chakan),JP-YOK,Yokohama,Agricultural Products,HS-10,1,3217,MSC,delayed,0.359,0,road,3.8
SHP-003911,2025-05-15,2025-06-24,2025-06-24,40,40,0,CN-SZX,Shenzhen,IN-COK,Kochi Warehouse,Agricultural Products,HS-10,1,1769,MSC,delayed,0.104,0,road,1.8
SHP-003912,2025-09-18,2025-10-12,2025-10-30,24,42,18,NL-RTM,Rotterdam,IN-PAR,Paradip Port,Pharmaceuticals,HS-30,2,8912,MSC,delivered,0.276,1,multimodal,4.4
SHP-003913,2025-04-08,2025-05-22,2025-05-22,44,44,0,LK-CMB,Colombo,CN-NGB,Ningbo,Medical Devices,HS-90,2,8210,ONE (Ocean Network Express),delayed,0.159,0,rail,3.6
SHP-003914,2025-12-19,2026-01-30,2026-01-30,42,42,0,IN-BLR,Bangalore Hub (Whitefield),IN-AMD,Ahmedabad DC,Medical Devices,HS-90,4,5240,CMA CGM,delayed,0.38,0,rail,0.8
SHP-003915,2025-09-22,2025-11-01,2025-11-01,40,40,0,IN-TUT,Tuticorin Port,IN-HAZ,Hazira Port,Textiles & Garments,HS-62,3,10542,PIL (Pacific Int. Line),in_transit,0.386,0,sea,3.2
SHP-003916,2026-02-17,2026-04-02,2026-04-04,44,46,2,IN-HAZ,Hazira Port,CN-SZX,Shenzhen,Machinery,HS-84,3,12372,PIL (Pacific Int. Line),delivered,0.528,0,multimodal,3.5
SHP-003917,2025-03-03,2025-03-23,2025-03-23,20,20,0,IN-GAU,Guwahati Warehouse,IN-TUT,Tuticorin Port,Machinery,HS-84,10,34390,ONE (Ocean Network Express),delayed,0.303,0,multimodal,2.7
SHP-003918,2025-08-23,2025-09-21,2025-09-22,29,30,1,IN-MUM,Mumbai Warehouse (Bhiwandi),IN-GAU,Guwahati Warehouse,Electronics,HS-85,1,1944,PIL (Pacific Int. Line),delivered,0.259,0,multimodal,1.7
SHP-003919,2026-01-07,2026-02-16,2026-02-16,40,40,0,US-LAX,Los Angeles,IN-MUN,Mundra Port,Medical Devices,HS-90,1,1394,Yang Ming,delivered,0.567,0,rail,4.7
SHP-003920,2025-06-04,2025-07-06,2025-07-07,32,33,1,NL-RTM,Rotterdam,IN-CHN,Chennai Port,Textiles & Garments,HS-62,3,12843,PIL (Pacific Int. Line),delayed,0.432,0,road,3.9
SHP-003921,2025-09-26,2025-10-05,2025-10-05,9,9,0,KR-BUS,Busan,IN-BLR,Bangalore Hub (Whitefield),Plastics,HS-39,8,24048,COSCO Shipping,delayed,0.627,0,rail,3.4
SHP-003922,2025-04-22,2025-05-11,2025-05-11,19,19,0,CN-SHA,Shanghai,IN-BLR,Bangalore Hub (Whitefield),Automobile Parts,HS-87,1,3542,Yang Ming,delivered,0.533,0,road,1.9
SHP-003923,2025-09-23,2025-11-07,2025-11-07,45,45,0,IN-MUM,Mumbai Warehouse (Bhiwandi),KR-BUS,Busan,Steel & Iron,HS-72,1,3641,PIL (Pacific Int. Line),delivered,0.131,0,sea,4.7
SHP-003924,2025-06-23,2025-08-02,2025-08-03,40,41,1,SG-SIN,Singapore,CN-NGB,Ningbo,Plastics,HS-39,10,29340,Evergreen Marine,delivered,0.161,0,road,0.6
SHP-003925,2025-08-11,2025-08-15,2025-08-18,4,7,3,ZA-DUR,Durban,US-NYC,New York/New Jersey,Automobile Parts,HS-87,3,12375,Hapag-Lloyd,disrupted,0.252,0,sea,2.9
SHP-003926,2025-08-14,2025-09-06,2025-09-07,23,24,1,IN-COK,Kochi Warehouse,US-NYC,New York/New Jersey,Steel & Iron,HS-72,15,38550,ZIM Integrated Shipping,delivered,0.406,0,multimodal,4.7
SHP-003927,2025-08-06,2025-08-31,2025-09-12,25,37,12,AE-DXB,Dubai (Jebel Ali),IN-KOL,Kolkata Port,Automobile Parts,HS-87,3,5778,Maersk Line,delivered,0.139,1,sea,1.9
SHP-003928,2025-12-22,2026-01-06,2026-01-06,15,15,0,TH-LCH,Laem Chabang,IN-MUN,Mundra Port,Textiles & Garments,HS-62,8,13848,Hapag-Lloyd,in_transit,0.093,0,multimodal,3.6
SHP-003929,2025-07-02,2025-07-20,2025-07-22,18,20,2,IN-KOC,Kochi Port,IN-GAU,Guwahati Warehouse,Machinery,HS-84,5,12010,Maersk Line,delayed,0.256,0,multimodal,1.4
SHP-003930,2025-01-24,2025-02-24,2025-02-26,31,33,2,SG-SIN,Singapore,CN-NGB,Ningbo,Textiles & Garments,HS-62,8,26944,ZIM Integrated Shipping,delayed,0.259,0,sea,2.2
SHP-003931,2026-01-19,2026-01-27,2026-01-27,8,8,0,US-NYC,New York/New Jersey,IN-PAR,Paradip Port,Electronics,HS-85,2,5782,Evergreen Marine,delivered,0.171,0,sea,1.8
SHP-003932,2025-10-09,2025-10-16,2025-10-19,7,10,3,IN-HYD,Hyderabad DC,NL-RTM,Rotterdam,Textiles & Garments,HS-62,3,10347,CMA CGM,delivered,0.187,0,rail,3.8
SHP-003933,2025-12-24,2026-01-10,2026-01-10,17,17,0,IN-PAR,Paradip Port,IN-PUN,Pune DC (Chakan),Agricultural Products,HS-10,2,3508,PIL (Pacific Int. Line),delivered,0.354,0,rail,1.9
SHP-003934,2026-03-05,2026-04-06,2026-04-06,32,32,0,US-LAX,Los Angeles,IN-AMD,Ahmedabad DC,Automobile Parts,HS-87,1,4216,Yang Ming,delivered,0.19,0,sea,4.4
SHP-003935,2025-03-07,2025-03-25,2025-03-25,18,18,0,IN-MUN,Mundra Port,IN-HYD,Hyderabad DC,Textiles & Garments,HS-62,3,10800,Yang Ming,delivered,0.046,0,rail,2.5
SHP-003936,2025-12-14,2025-12-23,2025-12-23,9,9,0,IN-HYD,Hyderabad DC,IN-MUN,Mundra Port,Chemical Products,HS-38,10,30130,ONE (Ocean Network Express),delivered,0.313,0,road,3.0
SHP-003937,2025-03-07,2025-04-11,2025-04-12,35,36,1,IN-CHN,Chennai Port,IN-DEL,Delhi ICD (Tughlakabad),Automobile Parts,HS-87,5,9325,ONE (Ocean Network Express),in_transit,0.2,0,multimodal,3.2
SHP-003938,2025-12-30,2026-01-02,2026-01-02,3,3,0,TH-LCH,Laem Chabang,IN-PUN,Pune DC (Chakan),Agricultural Products,HS-10,2,5022,PIL (Pacific Int. Line),delayed,0.302,0,rail,2.2
SHP-003939,2025-09-23,2025-11-03,2025-11-03,41,41,0,IN-CHN,Chennai Port,IN-COK,Kochi Warehouse,Food Products,HS-21,3,10755,PIL (Pacific Int. Line),delayed,0.306,0,rail,4.8
SHP-003940,2025-02-25,2025-03-12,2025-03-13,15,16,1,LK-CMB,Colombo,IN-HAZ,Hazira Port,Electronics,HS-85,2,5754,CMA CGM,in_transit,0.071,0,multimodal,1.7
SHP-003941,2026-03-24,2026-04-12,2026-04-20,19,27,8,IN-DEL,Delhi ICD (Tughlakabad),IN-AMD,Ahmedabad DC,Chemical Products,HS-38,4,6364,Evergreen Marine,in_transit,0.665,1,multimodal,2.6
SHP-003942,2026-03-08,2026-03-11,2026-03-14,3,6,3,US-NYC,New York/New Jersey,IN-GAU,Guwahati Warehouse,Machinery,HS-84,3,5619,ONE (Ocean Network Express),delivered,0.436,0,rail,3.5
SHP-003943,2026-03-12,2026-04-02,2026-04-02,21,21,0,IN-KOC,Kochi Port,US-NYC,New York/New Jersey,Pharmaceuticals,HS-30,4,4184,ZIM Integrated Shipping,in_transit,0.225,0,road,4.2
SHP-003944,2025-09-09,2025-09-26,2025-09-27,17,18,1,IN-DEL,Delhi ICD (Tughlakabad),IN-BLR,Bangalore Hub (Whitefield),Steel & Iron,HS-72,2,5412,ONE (Ocean Network Express),delivered,0.245,0,sea,2.0
SHP-003945,2025-03-18,2025-04-07,2025-04-08,20,21,1,IN-JNPT,Nhava Sheva (JNPT),CN-SHA,Shanghai,Pharmaceuticals,HS-30,2,6850,Maersk Line,delayed,0.265,0,multimodal,2.9
SHP-003946,2025-10-03,2025-10-25,2025-10-25,22,22,0,IN-MUN,Mundra Port,IN-KOL,Kolkata Port,Agricultural Products,HS-10,2,2814,Evergreen Marine,delivered,0.194,0,multimodal,3.3
